Class Time;Attendance Status;Stress Level (GSR);Sleep Hours;Anxiety Level;Mood Score;Risk Level;pre1;pre2;pre3;pre4;pre5;pre6;pre7;pre8;pre9;pre10;pre11;pre12;pre13;pre14;pre15
19:00:00;Present;3.79;5.6;4;6;High;Graduate student;Male;Every night;More than 8 hours;Every night;Good;Sometimes;Often;Sometimes (1-2 times a week);Major impact;Often (5-6 times a week);Every day;Every day;Extremely high stress;Below Average
20:00:00;Late;1.5;7;8;2;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Average;Always;Sometimes;Always;Moderate impact;Sometimes (3-4 times a week);Every day;Every day;High stress;Average
20:00:00;Absent;4.47;7.1;3;8;High;Graduate student;Female;Every night;More than 8 hours;Every night;Very good;Always;Often;Always;Major impact;Sometimes (3-4 times a week);Every day;Every day;Extremely high stress;Poor
16:00:00;Present;3.84;7;7;3;High;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Always;Always;Sometimes (1-2 times a week);Major impact;Every night;Rarely (1-2 times a week);Every day;High stress;Poor
21:00:00;Absent;1.92;8.9;2;1;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Always;Often;Often (3-4 times a week);Major impact;Every night;Every day;Every day;Extremely high stress;Poor
20:00:00;Absent;1.35;5.6;2;3;High;Graduate student;Female;Every night;More than 8 hours;Sometimes (3-4 times a week);Average;Often;Often;Always;Minor impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Below Average
17:00:00;Late;1.02;6.3;8;9;Medium;Second year;Male;Every night;7-8 hours;Every night;Very good;Often;Always;Always;Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Late;2.63;5.3;7;1;Medium;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Moderate impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
19:00:00;Present;1.41;5.9;10;9;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Very poor;Often;Always;Always;Major impact;Every night;Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Below Average
20:00:00;Late;3.43;6.7;9;9;Medium;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Very good;Always;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Good
19:00:00;Absent;1.86;7.2;7;1;High;Third year;Male;Every night;6-7 hours;Every night;Poor;Often;Rarely;Often (3-4 times a week);Severe impact;Sometimes (3-4 times a week);Rarely (1-2 times a week);Every day;High stress;Poor
17:00:00;Present;1.54;8.4;7;8;Low;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Often;Always;Sometimes (1-2 times a week);Major impact;Sometimes (3-4 times a week);Every day;Every day;Extremely high stress;Poor
19:00:00;Absent;4.66;7.6;7;4;High;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Never;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
17:00:00;Absent;1.69;6.4;8;4;High;Third year;Female;Often (5-6 times a week);More than 8 hours;Sometimes (3-4 times a week);Poor;Always;Sometimes;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Late;3.41;7.8;3;8;Low;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Sometimes (1-2 times a week);Moderate impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Absent;0.69;5.8;2;8;High;First year;Male;Every night;7-8 hours;Often (5-6 times a week);Very good;Often;Often;Always;Major impact;Rarely (1-2 times a week);Every day;Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Late;2.24;6.1;1;4;Low;Graduate student;Female;Every night;More than 8 hours;Every night;Very good;Always;Always;Often (3-4 times a week);Minor impact;Every night;Every day;Often (5-6 times a week);Low stress;Poor
19:00:00;Present;2.75;7.4;5;4;Low;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Every night;Good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Below Average
19:00:00;Late;1.04;8.6;3;1;Medium;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Poor
17:00:00;Present;3.25;6;9;9;Medium;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Sometimes;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
16:00:00;Present;3.33;6.1;6;6;Low;Third year;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Often;Often (3-4 times a week);Moderate impact;Every night;Every day;Every day;High stress;Poor
17:00:00;Present;1.56;7.3;9;9;Medium;Third year;Male;Every night;More than 8 hours;Every night;Very poor;Always;Always;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Rarely (1-2 times a week);Every day;Extremely high stress;Average
18:00:00;Absent;2.27;7.2;3;5;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Often;Often;Often (3-4 times a week);Moderate impact;Every night;Every day;Often (5-6 times a week);High stress;Poor
19:00:00;Absent;0.65;6.8;10;6;High;Graduate student;Male;Every night;More than 8 hours;Every night;Very poor;Often;Often;Always;Moderate impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Absent;3.96;8.7;3;4;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Sometimes (3-4 times a week);Very good;Often;Always;Often (3-4 times a week);Major impact;Every night;Every day;Often (5-6 times a week);High stress;Poor
18:00:00;Present;3.83;7.5;3;6;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Average;Often;Often;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Every day;High stress;Poor
17:00:00;Late;4.51;5.1;6;3;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Severe impact;Every night;Sometimes (3-4 times a week);Rarely (1-2 times a week);High stress;Below Average
18:00:00;Present;1.67;7.9;2;4;Low;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
16:00:00;Late;3.6;6.8;8;7;High;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Always;Major impact;Every night;Often (5-6 times a week);Sometimes (3-4 times a week);High stress;Below Average
17:00:00;Absent;3.07;6.8;4;1;High;Graduate student;Female;Often (5-6 times a week);7-8 hours;Sometimes (3-4 times a week);Very good;Often;Always;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
19:00:00;Absent;3.81;6.1;7;9;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
15:00:00;Present;1.38;7.4;6;4;Low;First year;Male;Sometimes (3-4 times a week);7-8 hours;Often (5-6 times a week);Very good;Always;Always;Always;Major impact;Every night;Every day;Every day;High stress;Good
21:00:00;Present;3.52;5.5;6;7;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Good;Often;Always;Always;Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Below Average
16:00:00;Present;2.77;7.2;1;2;Medium;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Sometimes;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Present;4.5;5.5;4;8;High;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Very poor;Often;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Low stress;Poor
19:00:00;Present;2.66;6.8;5;1;Medium;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
20:00:00;Present;2.69;6.9;4;2;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Always;Always;Always;Major impact;Often (5-6 times a week);Every day;Sometimes (3-4 times a week);Extremely high stress;Poor
17:00:00;Absent;4.88;7.3;10;1;High;Second year;Male;Every night;7-8 hours;Every night;Poor;Often;Always;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Absent;3.08;7.3;4;7;High;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Every day;High stress;Good
22:00:00;Present;3.74;5.4;9;1;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Rarely (1-2 times a week);Often (5-6 times a week);High stress;Below Average
17:00:00;Present;3.03;7.9;9;7;Medium;Third year;Female;Every night;7-8 hours;Often (5-6 times a week);Poor;Sometimes;Often;Often (3-4 times a week);Major impact;Sometimes (3-4 times a week);Every day;Often (5-6 times a week);Low stress;Poor
20:00:00;Present;2.46;7.3;7;7;Low;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Every day;Extremely high stress;Below Average
16:00:00;Present;0.75;6.7;5;9;Low;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Very poor;Always;Sometimes;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Sometimes (3-4 times a week);Sometimes (3-4 times a week);Extremely high stress;Below Average
18:00:00;Absent;4;5.1;1;8;High;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Below Average
19:00:00;Absent;2.46;5.4;8;3;High;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Good;Often;Rarely;Sometimes (1-2 times a week);Major impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Absent;2.67;5.5;8;6;High;Graduate student;Female;Sometimes (3-4 times a week);7-8 hours;Every night;Good;Always;Sometimes;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
21:00:00;Present;3.24;5.8;10;2;Medium;Third year;Female;Every night;More than 8 hours;Every night;Poor;Often;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Late;3.11;6.4;9;6;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Average;Often;Often;Often (3-4 times a week);Severe impact;Every night;Every day;Often (5-6 times a week);High stress;Poor
19:00:00;Late;2.28;5.9;6;8;Low;Graduate student;Male;Often (5-6 times a week);7-8 hours;Sometimes (3-4 times a week);Very good;Always;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
16:00:00;Late;1.18;8.6;8;2;Medium;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Good;Always;Often;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Poor
19:00:00;Present;4.57;6.3;10;5;High;Third year;Female;Often (5-6 times a week);7-8 hours;Every night;Poor;Often;Always;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Present;2.37;6.1;9;7;Medium;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Present;2.15;6.4;5;7;Low;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Often;Always;Often (3-4 times a week);Major impact;Every night;Every day;Every day;High stress;Below Average
18:00:00;Late;3.56;5.6;8;10;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Sometimes;Always;Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
17:00:00;Present;0.7;6.8;8;5;Medium;Graduate student;Female;Sometimes (3-4 times a week);More than 8 hours;Every night;Very poor;Always;Often;Always;Major impact;Rarely (1-2 times a week);Every day;Often (5-6 times a week);High stress;Poor
22:00:00;Absent;3.02;8.8;2;4;High;Graduate student;Male;Every night;More than 8 hours;Every night;Very good;Always;Always;Often (3-4 times a week);Minor impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
20:00:00;Absent;4.85;8.7;7;6;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very good;Always;Often;Always;Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
20:00:00;Present;0.77;8;10;6;Medium;Third year;Female;Often (5-6 times a week);More than 8 hours;Every night;Very good;Often;Always;Often (3-4 times a week);Major impact;Every night;Every day;Often (5-6 times a week);High stress;Below Average
22:00:00;Late;3.23;5.7;4;1;Medium;Graduate student;Male;Often (5-6 times a week);7-8 hours;Sometimes (3-4 times a week);Very good;Always;Always;Always;Minor impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Poor
20:00:00;Present;0.73;5.9;10;10;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Always;Sometimes;Always;Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Absent;3.97;8;7;1;High;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Poor;Always;Often;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Present;3.88;6.7;6;4;High;Second year;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Poor;Sometimes;Always;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Low stress;Average
19:00:00;Late;0.69;7;8;7;Medium;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Very poor;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Every day;Extremely high stress;Below Average
18:00:00;Present;3.41;8.1;7;4;Low;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Always;Always;Often (3-4 times a week);Major impact;Every night;Every day;Often (5-6 times a week);High stress;Below Average
